Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt
3.7147998616430584,-0.001757420883813,5.653648128036317,-0.002,0.003,0.0,,
3.871596167107069,0.7545688167796333,5.6683329404524745,0.748,2.386,1.0,0.15679630546401047,0.014684812416157378
4.028392472571079,1.5108950544430797,5.683017752868633,1.498,4.769,2.0,0.15679630546401047,0.014684812416158266
4.032864171648623,1.510772826521847,5.684006859355648,1.4982857142857142,4.777571428571429,3.0,0.004471699077543967,0.0009891064870153343
4.037335870726168,1.510650598600614,5.684995965842663,1.4985714285714287,4.786142857142857,4.0,0.004471699077544855,0.0009891064870153343
4.041807569803712,1.5105283706793813,5.685985072329679,1.4988571428571429,4.794714285714286,5.0,0.004471699077543967,0.0009891064870153343
4.046279268881257,1.5104061427581483,5.686974178816695,1.499142857142857,4.803285714285714,6.0,0.004471699077544855,0.0009891064870162225
4.050750967958801,1.5102839148369156,5.68796328530371,1.4994285714285713,4.811857142857143,7.0,0.004471699077543967,0.0009891064870153343
4.055222667036346,1.5101616869156826,5.688952391790726,1.4997142857142858,4.820428571428571,8.0,0.004471699077544855,0.0009891064870153343
4.05969436611389,1.51003945899445,5.689941498277741,1.5,4.829,9.0,0.004471699077543967,0.0009891064870153343
4.06260804374592,1.510147800999905,5.694349478324437,1.5,4.831285714285714,10.0,0.0029136776320299873,0.004407980046695847
4.065521721377949,1.5102561430053598,5.698757458371134,1.5,4.833571428571428,11.0,0.002913677632029099,0.004407980046696736
4.068435399009979,1.5103644850108149,5.703165438417829,1.5,4.835857142857143,12.0,0.0029136776320299873,0.004407980046695847
4.071349076642008,1.51047282701627,5.707573418464526,1.5,4.838142857142857,13.0,0.002913677632029099,0.004407980046696736
4.074262754274038,1.510581169021725,5.711981398511222,1.5,4.840428571428571,14.0,0.0029136776320299873,0.004407980046695847
4.077176431906067,1.5106895110271799,5.716389378557919,1.5,4.842714285714285,15.0,0.002913677632029099,0.004407980046696736
4.080090109538097,1.510797853032635,5.720797358604615,1.5,4.845,16.0,0.0029136776320299873,0.004407980046695847
4.082558809830699,1.5106323822948597,5.726023739851961,1.5,4.847285714285714,17.0,0.002468700292602044,0.00522638124734609
4.0850275101233,1.5104669115570843,5.731250121099306,1.5,4.849571428571428,18.0,0.002468700292601156,0.005226381247345202
4.087496210415902,1.5103014408193092,5.736476502346652,1.5,4.851857142857143,19.0,0.002468700292602044,0.00522638124734609
4.089964910708503,1.510135970081534,5.741702883593997,1.5,4.854142857142857,20.0,0.002468700292601156,0.005226381247345202
4.0924336110011055,1.5099704993437588,5.746929264841343,1.5,4.856428571428571,21.0,0.002468700292602044,0.00522638124734609
4.094902311293707,1.5098050286059834,5.7521556460886885,1.5,4.858714285714285,22.0,0.002468700292601156,0.005226381247345202
4.097371011586309,1.5096395578682082,5.7573820273360345,1.5,4.861,23.0,0.002468700292602044,0.00522638124734609
4.099628336306529,1.5096974962953356,5.763661774291151,1.5,4.863285714285714,24.0,0.002257324720220666,0.006279746955116572
4.101885661026749,1.5097554347224629,5.769941521246268,1.5,4.865571428571428,25.0,0.0022573247202197777,0.006279746955116572
4.10414298574697,1.5098133731495902,5.776221268201384,1.5,4.867857142857143,26.0,0.002257324720220666,0.006279746955116572
4.10640031046719,1.5098713115767177,5.782501015156502,1.5,4.870142857142857,27.0,0.0022573247202197777,0.00627974695511746
4.10865763518741,1.509929250003845,5.788780762111618,1.5,4.872428571428571,28.0,0.002257324720220666,0.006279746955116572
4.11091495990763,1.5099871884309723,5.795060509066735,1.5,4.874714285714285,29.0,0.0022573247202197777,0.006279746955116572
4.113172284627851,1.5100451268580997,5.801340256021851,1.5,4.877,30.0,0.002257324720220666,0.006279746955116572
4.115226462602422,1.510086861713964,5.809601663574985,1.5,4.878571428571428,31.0,0.002054177974571303,0.008261407553133537
4.117280640576993,1.5101285965698283,5.817863071128118,1.5,4.880142857142857,32.0,0.002054177974571303,0.00826140755313265
4.119334818551565,1.5101703314256927,5.826124478681251,1.5,4.881714285714286,33.0,0.002054177974571303,0.008261407553133537
4.121388996526135,1.510212066281557,5.834385886234385,1.5,4.883285714285714,34.0,0.0020541779745704147,0.008261407553133537
4.123443174500706,1.5102538011374214,5.842647293787518,1.5,4.884857142857142,35.0,0.002054177974571303,0.008261407553133537
4.125497352475278,1.5102955359932857,5.850908701340651,1.5,4.886428571428572,36.0,0.002054177974571303,0.00826140755313265
4.127551530449849,1.51033727084915,5.859170108893784,1.5,4.888,37.0,0.002054177974571303,0.008261407553133537
4.129460854468744,1.5104490048982582,5.866283380953582,1.4997142857142858,4.890285714285715,38.0,0.0019093240188947647,0.007113272059797282
4.131370178487638,1.5105607389473663,5.87339665301338,1.4994285714285713,4.892571428571428,39.0,0.0019093240188947647,0.00711327205979817
4.133279502506533,1.5106724729964744,5.880509925073177,1.499142857142857,4.894857142857143,40.0,0.0019093240188947647,0.007113272059797282
4.135188826525428,1.5107842070455828,5.887623197132975,1.4988571428571429,4.897142857142857,41.0,0.0019093240188947647,0.00711327205979817
4.137098150544323,1.510895941094691,5.894736469192773,1.4985714285714287,4.8994285714285715,42.0,0.0019093240188947647,0.007113272059797282
4.1390074745632175,1.511007675143799,5.901849741252571,1.4982857142857142,4.901714285714285,43.0,0.0019093240188947647,0.00711327205979817
4.140916798582112,1.5111194091929072,5.908963013312368,1.498,4.904,44.0,0.0019093240188947647,0.007113272059797282
4.142706709842989,1.5110128219845658,5.917611209815607,1.4982857142857142,4.905571428571428,45.0,0.0017899112608770196,0.008648196503238559
4.144496621103866,1.510906234776224,5.926259406318844,1.4985714285714287,4.9071428571428575,46.0,0.0017899112608770196,0.00864819650323767
4.146286532364743,1.5107996475678827,5.934907602822083,1.4988571428571429,4.908714285714286,47.0,0.0017899112608770196,0.008648196503238559
4.14807644362562,1.5106930603595412,5.9435557993253205,1.499142857142857,4.910285714285714,48.0,0.0017899112608770196,0.00864819650323767
4.149866354886497,1.5105864731511998,5.952203995828559,1.4994285714285713,4.9118571428571425,49.0,0.0017899112608770196,0.008648196503238559
4.151656266147374,1.510479885942858,5.960852192331797,1.4997142857142858,4.913428571428572,50.0,0.0017899112608770196,0.00864819650323767
4.153446177408251,1.5103732987345166,5.969500388835035,1.5,4.915,51.0,0.0017899112608770196,0.008648196503238559
4.155209476853738,1.5103322463444664,5.975548019078863,1.5,4.916571428571428,52.0,0.001763299445486588,0.006047630243827484
