Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt
3.538949245081904,-0.0031017379099065,9.600388701677394,-0.0006,0.002,0.0,,
3.662327337130698,0.7437123543280585,9.57743534516166,0.74945,2.348,1.0,0.12337809204879413,-0.022953356515733603
3.785705429179492,1.4905264465660235,9.554481988645929,1.4995,4.694,2.0,0.12337809204879413,-0.022953356515731826
3.7911956441655734,1.490518658704117,9.549508061447368,1.4995,4.701875,3.0,0.0054902149860813765,-0.004973927198561157
3.796685859151655,1.4905108708422106,9.544534134248806,1.4995,4.70975,4.0,0.0054902149860813765,-0.004973927198561157
3.802176074137736,1.490503082980304,9.539560207050245,1.4995,4.717625,5.0,0.0054902149860813765,-0.004973927198561157
3.8076662891238175,1.4904952951183978,9.534586279851684,1.4995,4.7255,6.0,0.0054902149860813765,-0.004973927198561157
3.813156504109899,1.4904875072564914,9.529612352653123,1.4995,4.733375,7.0,0.0054902149860813765,-0.004973927198561157
3.8186467190959803,1.490479719394585,9.524638425454562,1.4995,4.74125,8.0,0.0054902149860813765,-0.004973927198561157
3.8241369340820617,1.4904719315326784,9.519664498256,1.4995,4.749124999999999,9.0,0.0054902149860813765,-0.004973927198561157
3.829627149068143,1.490464143670772,9.51469057105744,1.4995,4.757,10.0,0.0054902149860813765,-0.004973927198561157
3.8337416760684104,1.4904365334360001,9.50621487223751,1.4995,4.758857142857143,11.0,0.004114527000267376,-0.008475698819928823
3.8378562030686774,1.4904089232012283,9.497739173417582,1.4995,4.760714285714285,12.0,0.004114527000266932,-0.008475698819928823
3.8419707300689447,1.4903813129664565,9.489263474597653,1.4995,4.7625714285714285,13.0,0.004114527000267376,-0.008475698819928823
3.846085257069212,1.4903537027316844,9.480787775777722,1.4995,4.764428571428571,14.0,0.004114527000267376,-0.0084756988199306
3.8501997840694795,1.4903260924969126,9.472312076957794,1.4995,4.766285714285714,15.0,0.004114527000267376,-0.008475698819928823
3.8543143110697464,1.4902984822621408,9.463836378137865,1.4995,4.768142857142856,16.0,0.004114527000266932,-0.008475698819928823
