Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt
3.446927933561972,-0.0007133120442782,9.008870688771184,-0.0006,0.002,0.0,,
3.5715792381798863,0.7452297940900329,8.975380835156493,0.74945,2.291,1.0,0.12465130461791452,-0.033489853614691256
3.696230542797801,1.491172900224344,8.941890981541803,1.4995,4.58,2.0,0.12465130461791452,-0.03348985361468948
3.702644724372219,1.491101488057801,8.93559739120219,1.4995,4.585428571428571,3.0,0.0064141815744180875,-0.0062935903396130755
3.709058905946637,1.4910300758912585,8.929303800862575,1.4995,4.590857142857143,4.0,0.0064141815744180875,-0.006293590339614852
3.715473087521055,1.4909586637247156,8.923010210522962,1.4995,4.596285714285714,5.0,0.0064141815744180875,-0.0062935903396130755
3.7218872690954727,1.490887251558173,8.91671662018335,1.4995,4.601714285714286,6.0,0.006414181574417643,-0.0062935903396130755
3.728301450669891,1.4908158393916302,8.910423029843736,1.4995,4.607142857142858,7.0,0.0064141815744180875,-0.0062935903396130755
3.734715632244309,1.4907444272250876,8.904129439504121,1.4995,4.612571428571429,8.0,0.0064141815744180875,-0.006293590339614852
3.741129813818727,1.4906730150585448,8.897835849164508,1.4995,4.618,9.0,0.0064141815744180875,-0.0062935903396130755
3.745374005320392,1.4906615259082174,8.892707282933493,1.4995,4.6198571428571436,10.0,0.004244191501665107,-0.005128566231014986
3.749618196822057,1.4906500367578899,8.887578716702478,1.4995,4.621714285714286,11.0,0.004244191501665107,-0.005128566231014986
3.7538623883237223,1.4906385476075625,8.882450150471463,1.4995,4.623571428571429,12.0,0.004244191501665107,-0.005128566231014986
3.758106579825388,1.4906270584572352,8.877321584240446,1.4995,4.6254285714285714,13.0,0.004244191501665551,-0.005128566231016762
3.762350771327053,1.4906155693069079,8.872193018009431,1.4995,4.627285714285715,14.0,0.004244191501665107,-0.005128566231014986
3.766594962828718,1.4906040801565803,8.867064451778417,1.4995,4.629142857142857,15.0,0.004244191501665107,-0.005128566231014986
3.770839154330383,1.490592591006253,8.861935885547402,1.4995,4.631,16.0,0.004244191501665107,-0.005128566231014986
3.7749895702860403,1.4905945766652384,8.857671623587663,1.4995,4.633,17.0,0.004150415955657127,-0.004264261959738391
3.779139986241698,1.4905965623242239,8.853407361627927,1.4995,4.635,18.0,0.0041504159556575715,-0.004264261959736615
3.7832904021973555,1.4905985479832093,8.849143099668188,1.4995,4.637,19.0,0.0041504159556575715,-0.004264261959738391
3.7874408181530126,1.490600533642195,8.84487883770845,1.4995,4.639,20.0,0.004150415955657127,-0.004264261959738391
3.7915912341086697,1.4906025193011805,8.840614575748713,1.4995,4.641,21.0,0.004150415955657127,-0.004264261959736615
3.7957416500643273,1.490604504960166,8.836350313788975,1.4995,4.643,22.0,0.0041504159556575715,-0.004264261959738391
3.7988785801238905,1.4909048834646725,8.8288756646391,1.4995,4.644857142857143,23.0,0.00313693005956317,-0.00747464914987539
3.802015510183454,1.491205261969179,8.821401015489224,1.4995,4.646714285714285,24.0,0.003136930059563614,-0.00747464914987539
3.8051524402430172,1.4915056404736855,8.813926366339349,1.4995,4.648571428571429,25.0,0.00313693005956317,-0.00747464914987539
3.808289370302581,1.4918060189781919,8.806451717189473,1.4995,4.650428571428571,26.0,0.003136930059563614,-0.00747464914987539
3.811426300362144,1.4921063974826985,8.798977068039598,1.4995,4.652285714285714,27.0,0.00313693005956317,-0.00747464914987539
3.8145632304217076,1.4924067759872048,8.791502418889722,1.4995,4.6541428571428565,28.0,0.003136930059563614,-0.00747464914987539
3.817700160481271,1.4927071544917114,8.784027769739847,1.4995,4.656,29.0,0.00313693005956317,-0.00747464914987539
3.8204842503186174,1.4924932125878267,8.781102376007812,1.4995,4.659571428571429,30.0,0.0027840898373465706,-0.00292539373203482
3.8232683401559635,1.4922792706839423,8.778176982275777,1.4995,4.663142857142857,31.0,0.0027840898373461265,-0.00292539373203482
3.82605242999331,1.4920653287800576,8.775251588543743,1.4995,4.666714285714286,32.0,0.0027840898373465706,-0.00292539373203482
3.8288365198306566,1.4918513868761731,8.772326194811708,1.4995,4.670285714285714,33.0,0.0027840898373465706,-0.00292539373203482
3.831620609668003,1.4916374449722885,8.769400801079673,1.4995,4.673857142857143,34.0,0.0027840898373465706,-0.00292539373203482
